일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2017/10/23,"72,300","72,900","71,700","72,100",▼,"-100","-0.14","71,384","5,139","0.30","14,835","-34,877","14,805","11,121","6,673","25.95"
2017/10/20,"72,800","73,200","72,000","72,200",▼,"-600","-0.82","86,572","6,264","0.29","16,722","-46,112","29,762","20,559","26,519","25.88"
2017/10/19,"73,500","74,900","71,600","72,800",▼,"-100","-0.14","105,134","7,619","0.27","24,490","-66,290","42,884","11,396","23,926","25.75"
2017/10/18,"75,900","75,900","72,800","72,900",▼,"-2,600","-3.44","88,722","6,519","0.27","23,382","-18,162","-2,168","-21,011","-8,067","25.55"
2017/10/17,"75,000","76,000","75,000","75,500",▲,"300","+0.40","67,797","5,123","0.27","253","13,512","-12,149","-7,525","-2,053","25.56"
2017/10/16,"76,000","76,400","74,500","75,200",▼,"-300","-0.40","54,267","4,093","0.28","9,915","-9,056","7,885","-4,379","-20,895","25.62"
2017/10/13,"76,900","76,900","75,300","75,500",▼,"-1,400","-1.82","115,596","8,763","0.30","1,058","17,432","-18,972","-26,763","-38,664","25.58"
2017/10/12,"73,500","77,000","73,300","76,900",▲,"3,700","+5.05","166,749","12,685","0.31","-41,443","46,413","1,174","-6,746","631","25.67"
2017/10/11,"72,300","73,700","72,300","73,200",▲,"500","+0.69","107,235","7,830","0.34","-1,310","-52,088","52,044","39,301","36,246","25.66"
2017/10/10,"73,300","74,200","72,200","72,700",▲,"300","+0.41","94,703","6,949","0.33","-16,265","-8,676","24,877","10,124","-9,771","25.43"
2017/09/29,"70,600","72,400","70,100","72,400",▲,"1,600","+2.26","90,658","6,498","0.33","-8,244","-14,779","26,612","-143","-18,292","25.31"
2017/09/28,"69,400","71,200","68,500","70,800",▲,"1,100","+1.58","107,135","7,482","0.30","-4,599","-1,823","11,304","-1,984","-8,040","25.19"
2017/09/27,"72,800","72,800","69,300","69,700",▼,"-2,900","-3.99","178,648","12,518","0.31","38,594","-68,751","11,496","1,827","24,669","25.14"
2017/09/26,"72,400","73,000","71,100","72,600",▲,"200","+0.28","103,501","7,451","0.28","-4,105","-40,748","33,647","39,050","30,979","25.09"
2017/09/25,"75,600","77,200","70,300","72,400",▼,"-4,900","-6.34","304,807","21,876","0.28","52,706","-101,554","20,428","51,825","41,251","24.94"
2017/09/22,"78,600","78,900","76,000","77,300",▼,"-1,500","-1.90","93,346","7,148","0.26","17,622","-34,553","13,261","17,633","14,495","24.84"
2017/09/21,"81,800","81,800","78,800","78,800",▼,"-3,000","-3.67","85,562","6,830","0.28","17,585","-11,728","-4,651","-7,111","-4,701","24.78"
2017/09/20,"80,600","82,100","80,200","81,800",▲,"1,000","+1.24","58,915","4,806","0.28","-13,369","28,628","-15,400","-10,001","-16,856","24.81"
2017/09/19,"81,400","81,700","80,400","80,800",▼,"-600","-0.74","32,562","2,646","0.36","-1,038","14,061","-12,797","-11,548","-11,604","24.88"
2017/09/18,"78,000","82,200","78,000","81,400",▲,"2,900","+3.69","96,473","7,846","0.35","-42,047","38,327","3,408","12,412","8,896","24.93"
2017/09/15,"78,800","78,900","78,000","78,500",▼,"-600","-0.76","45,668","3,581","0.36","4,175","-1,058","-3,271","545","-3,401","24.92"
2017/09/14,"77,500","79,100","76,800","79,100",▲,"1,000","+1.28","40,106","3,138","0.36","-9,681","9,106","518","4,919","998","24.93"
2017/09/13,"77,900","78,300","76,300","78,100",▼,"-300","-0.38","76,165","5,868","0.35","9,875","-18,272","3,813","-2,794","1,096","24.93"
2017/09/12,"78,100","78,600","77,400","78,400",▲,"400","+0.51","49,255","3,851","0.36","-3,969","7,063","-294","12,514","-16,226","24.91"
2017/09/11,"78,400","78,900","77,700","78,000",▲,"300","+0.39","34,251","2,684","0.34","240","-1,157","917","1,593","-5,802","24.91"
2017/09/08,"79,400","79,400","77,600","77,700",▼,"-1,900","-2.39","69,921","5,451","0.38","14,911","2,987","-17,948","-14,143","6,421","24.91"
2017/09/07,"75,800","79,900","75,800","79,600",▲,"3,700","+4.87","108,044","8,472","0.36","-39,164","28,338","10,999","29,313","15,758","24.99"
2017/09/06,"79,000","79,100","75,100","75,900",▼,"-3,100","-3.92","106,802","8,125","0.34","34,395","-23,319","-11,084","1,824","5,389","24.94"
2017/09/05,"80,500","80,700","78,600","79,000",▼,"-1,300","-1.62","41,009","3,250","0.34","13,279","-2,331","-11,194","-5,216","-14,780","24.99"
2017/09/04,"80,000","80,800","79,500","80,300",▼,"-1,200","-1.47","42,902","3,444","0.33","3,907","-8,269","4,910","14,881","-1,098","25.04"
2017/09/01,"80,800","82,400","80,800","81,500",▲,"800","+0.99","55,939","4,567","0.32","-8,899","5,164","4,368","11,172","1,826","25.02"
2017/08/31,"81,700","81,700","80,400","80,700",▼,"-600","-0.74","41,732","3,370","0.35","3,265","-1,423","7,152","14,411","-3,834","25.00"
2017/08/30,"80,900","81,800","80,600","81,300",▲,"200","+0.25","28,142","2,288","0.32","-8,360","14,575","-6,198","89","-7,366","24.97"
2017/08/29,"82,500","82,500","80,300","81,100",▼,"-2,100","-2.52","94,756","7,653","0.32","36,442","-34,957","5,847","2,413","4,726","25.00"
2017/08/28,"83,000","83,600","82,000","83,200",▲,"300","+0.36","39,249","3,248","0.32","-3,041","9,537","-6,500","3,342","-20,010","24.97"
2017/08/25,"81,700","83,300","81,400","82,900",▲,"600","+0.73","51,932","4,288","0.33","-11,211","21,561","-9,995","-930","-19,587","25.00"
