일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2021/12/17,"107,000","109,500","106,500","109,500",▲,"2,000","+1.86","60,487","6,576","0","-16,202","6,443","0","7,348","8,805","25.45"
2021/12/16,"109,500","109,500","107,000","107,500", ,"0","0","45,031","4,858","0.82","956","13,405","-23,661","-10,182","-12,948","25.45"
2021/12/15,"107,000","108,000","106,500","107,500",▲,"500","+0.47","23,210","2,496","0.81","-4,089","1,368","-915","5,065","-1,671","25.54"
2021/12/14,"106,500","109,000","106,500","107,000",▼,"-500","-0.47","64,977","6,974","0.83","4,777","-20,135","15,033","-1,107","2,477","25.54"
2021/12/13,"107,000","109,500","107,000","107,500",▲,"1,000","+0.94","52,503","5,695","0.83","-13,963","7,746","7,576","695","8,305","25.48"
2021/12/10,"108,000","108,500","106,500","106,500",▼,"-1,500","-1.39","28,979","3,105","0.85","2,080","-6,921","8,941","-798","-1,877","25.46"
2021/12/09,"108,500","109,000","106,500","108,000",▲,"500","+0.47","62,923","6,788","0.86","-3,385","7,495","6,090","970","1,767","25.42"
2021/12/08,"108,000","109,500","107,500","107,500",▼,"-500","-0.46","49,085","5,329","0.85","-7,038","5,396","-4,363","1,143","-591","25.40"
2021/12/07,"107,500","108,500","106,500","108,000",▲,"500","+0.47","46,518","5,008","0.87","10,363","296","-26,729","-5,199","-10,394","25.41"
2021/12/06,"105,500","108,500","104,000","107,500",▲,"2,000","+1.90","77,250","8,276","0.89","-40,876","5,377","36,004","26,747","17,436","25.52"
2021/12/03,"102,500","106,000","102,000","105,500",▲,"2,000","+1.93","65,729","6,890","0.92","-21,284","13,087","7,616","669","3,073","25.38"
2021/12/02,"98,100","104,000","98,100","103,500",▲,"3,900","+3.92","75,890","7,705","0.94","-38,201","11,298","13,384","10,192","26,511","25.35"
2021/12/01,"97,000","99,800","96,600","99,600",▲,"2,100","+2.15","79,903","7,875","0.91","-18,847","4,984","8,628","8,973","9,911","25.30"
2021/11/30,"102,500","103,000","96,000","97,500",▼,"-5,000","-4.88","169,524","16,764","0.93","62,687","-27,749","-59,027","-43,107","-47,586","25.27"
2021/11/29,"100,000","104,000","100,000","102,500",▼,"-500","-0.49","78,470","8,007","0.95","-21,785","9,951","10,834","1,718","-192","25.49"
2021/11/26,"104,500","106,000","102,000","103,000",▼,"-2,500","-2.37","77,033","7,991","0.96","14,505","5,517","-26,186","-15,546","-25,613","25.45"
2021/11/25,"105,000","106,500","104,000","105,500",▲,"500","+0.48","38,215","4,026","0.94","-7,183","3,216","10,319","1,666","-3,350","25.55"
2021/11/24,"107,000","107,000","105,000","105,000",▼,"-2,500","-2.33","62,724","6,620","0.93","26,965","-8,031","-26,006","-17,199","-20,042","25.51"
2021/11/23,"107,500","107,500","105,500","107,500",▼,"-1,500","-1.38","57,672","6,143","0.94","11,818","-13,417","-1,065","1,528","-8,687","25.61"
2021/11/22,"106,000","109,000","105,000","109,000",▲,"3,500","+3.32","89,564","9,563","0.93","-13,426","-10,878","24,865","23,544","24,075","25.61"
2021/11/19,"105,500","107,000","104,500","105,500",▼,"-500","-0.47","55,358","5,825","0.91","27,078","-28,632","-11,403","1,117","-7,638","25.52"
2021/11/18,"107,500","108,000","105,500","106,000",▼,"-2,000","-1.85","53,122","5,656","0.90","32,154","-29,383","-6,150","-271","-2,756","25.56"
2021/11/17,"110,500","111,500","107,500","108,000",▼,"-2,500","-2.26","64,529","6,993","0.88","15,117","-16,839","-15,838","6,523","-3,122","25.59"
2021/11/16,"110,500","112,000","110,000","110,500",▼,"-1,500","-1.34","46,679","5,170","0.92","8,317","-5,495","4,692","5,243","-4,204","25.65"
2021/11/15,"110,000","113,500","109,000","112,000",▲,"2,500","+2.28","79,046","8,855","0.92","-44,254","23,924","21,113","19,486","24,343","25.63"
2021/11/12,"106,000","109,500","106,000","109,500",▲,"3,000","+2.82","48,683","5,263","0.92","-6,542","-714","2,831","3,386","6,812","25.55"
2021/11/11,"107,000","107,000","105,000","106,500", ,"0","0","37,299","3,954","0.91","1,257","1,704","-3,199","-2,089","250","25.54"
2021/11/10,"111,000","111,000","106,500","106,500",▼,"-4,000","-3.62","76,008","8,210","0.93","22,190","-1,376","-17,151","-456","-31,361","25.55"
2021/11/09,"107,000","112,000","107,000","110,500",▲,"3,000","+2.79","136,912","15,076","0.93","-44,816","-564","43,081","35,100","12,903","25.61"
2021/11/08,"105,500","108,500","104,500","107,500",▲,"1,500","+1.42","61,007","6,476","0.94","-1,101","-16,840","18,858","19,705","-1,636","25.45"
2021/11/05,"107,500","108,500","105,000","106,000",▼,"-1,000","-0.93","47,299","5,019","0.94","122","-1,377","1,634","9,141","-14,635","25.38"
2021/11/04,"107,500","109,000","106,500","107,000",▲,"1,500","+1.42","83,760","9,051","0.93","-27,279","-1,908","22,798","17,042","7,013","25.37"
2021/11/03,"107,000","107,000","105,500","105,500",▼,"-1,000","-0.94","45,734","4,848","0.94","4,652","-9,699","5,285","8,627","-11,406","25.29"
2021/11/02,"105,000","108,000","105,000","106,500",▲,"1,500","+1.43","62,733","6,706","0.95","-11,517","10,656","1,155","-1,502","1,636","25.27"
2021/11/01,"105,500","107,000","104,500","105,000", ,"0","0","40,091","4,222","0.96","-2,394","-6,527","8,461","11,186","4,196","25.26"
2021/10/29,"107,500","108,000","104,000","105,000",▼,"-2,500","-2.33","88,646","9,333","0.96","14,716","-18,772","5,678","10,471","3,081","25.23"
2021/10/28,"108,500","109,000","106,500","107,500",▼,"-2,000","-1.83","70,537","7,590","0.96","16,531","-4,744","-9,842","-2,782","-21,983","25.21"
2021/10/27,"109,500","111,500","108,500","109,500", ,"0","0","81,142","8,912","0.96","-3,737","-11,521","15,229","15,758","2,317","25.24"
2021/10/26,"108,500","110,000","108,000","109,500",▲,"1,500","+1.39","51,038","5,566","0.96","-3,517","-5,371","9,755","4,420","-204","25.19"
2021/10/25,"107,000","109,000","106,000","108,000", ,"0","0","52,456","5,652","0.96","-3,790","3,183","-2,440","-474","-7,822","25.15"
2021/10/22,"107,000","109,500","107,000","108,000",▲,"1,000","+0.93","84,924","9,190","0.96","-7,900","-16,411","29,271","16,469","3,789","25.16"
2021/10/21,"107,500","109,000","106,500","107,000",▼,"-1,000","-0.93","108,028","11,570","0.97","23,713","-19,118","3,366","-13,171","8,571","25.05"
2021/10/20,"108,000","109,500","107,500","108,000",▲,"500","+0.47","65,594","7,122","0.97","-17,404","794","16,357","-917","16,673","25.03"
2021/10/19,"107,500","109,500","107,000","107,500", ,"0","0","76,593","8,248","0.97","12,335","-27,881","13,670","20,097","9,304","24.97"
2021/10/18,"108,000","108,000","105,500","107,500",▲,"500","+0.47","62,795","6,721","0.97","9,466","-21,321","13,020","-2,180","10,612","24.92"
2021/10/15,"107,500","108,500","107,000","107,000", ,"0","0","41,379","4,455","0.98","1,916","-5,661","7,620","6,302","-6,087","24.87"
2021/10/14,"107,500","109,000","106,500","107,000",▲,"500","+0.47","62,918","6,775","1.04","-2,727","-1,466","4,233","12,483","5,552","24.84"
2021/10/13,"101,000","107,000","101,000","106,500",▲,"4,000","+3.90","89,568","9,440","1.03","-42,981","-9,819","52,859","8,827","43,487","24.82"
2021/10/12,"105,000","105,500","101,500","102,500",▼,"-3,000","-2.84","88,204","9,024","1.05","29,366","-26,631","-2,952","-11,097","-2,659","24.62"
2021/10/08,"105,500","106,000","104,000","105,500",▲,"1,000","+0.96","72,048","7,548","1.09","-3,198","-12,268","15,720","-8,126","15,384","24.63"
2021/10/07,"101,000","105,000","101,000","104,500",▲,"3,500","+3.47","90,444","9,334","1.10","-18,986","6,873","12,051","4,627","10,224","24.57"
2021/10/06,"103,000","104,500","101,000","101,000",▼,"-2,500","-2.42","109,825","11,238","1.09","3,393","-8,503","4,861","8,949","-2,205","24.53"
2021/10/05,"104,000","105,000","102,500","103,500",▼,"-2,500","-2.36","111,377","11,533","1.08","604","7,785","-8,324","249","19,561","24.51"
2021/10/01,"107,500","108,500","105,500","106,000",▼,"-4,000","-3.64","106,107","11,284","1.11","41,151","-31,732","-3,372","-8,282","-12,843","24.54"
2021/09/30,"109,000","111,000","107,500","110,000",▲,"500","+0.46","141,727","15,426","1.04","21,372","-32,337","13,698","-8,042","3,757","24.55"
2021/09/29,"112,000","113,000","109,000","109,500",▼,"-5,000","-4.37","151,363","16,657","1.04","81,762","-78,782","-4,375","-4,226","-6,602","24.50"
2021/09/28,"115,500","116,500","113,500","114,500",▼,"-1,000","-0.87","90,023","10,292","1.03","18,417","-37,696","19,210","18,166","24,324","24.52"
2021/09/27,"116,000","117,000","115,500","115,500",▼,"-1,000","-0.86","56,492","6,561","1.02","16,847","-17,094","132","11,876","-4,222","24.45"
2021/09/24,"117,500","118,000","116,000","116,500",▼,"-1,000","-0.85","46,001","5,375","1.04","7,934","-1,731","1,665","12,327","-8,378","24.44"
2021/09/23,"117,000","118,000","115,500","117,500",▼,"-500","-0.42","79,612","9,293","1.05","-838","-10,970","9,228","-8,508","17,860","24.44"
2021/09/17,"116,500","119,000","116,000","118,000",▲,"1,000","+0.85","67,671","7,978","1.02","-8,360","2,364","5,972","696","11,530","24.40"
2021/09/16,"119,500","120,000","116,500","117,000",▼,"-2,500","-2.09","104,567","12,280","1.03","33,505","-19,960","-27,875","-2,010","-6,632","24.38"
2021/09/15,"119,000","120,500","118,500","119,500",▼,"-500","-0.42","46,916","5,605","1.03","8,691","-3,175","-5,084","-1,996","4,236","24.49"
2021/09/14,"121,500","123,000","119,500","120,000",▼,"-1,500","-1.23","84,261","10,248","1.03","-2,244","7,377","-4,546","3,927","1,505","24.51"
2021/09/13,"120,500","122,500","119,500","121,500", ,"0","0","94,952","11,541","1.04","-19,956","37,459","-17,075","-5,093","-17,543","24.52"
2021/09/10,"117,500","121,500","117,000","121,500",▲,"4,000","+3.40","100,121","12,024","1.03","-43,151","20,611","35,210","22,517","28,182","24.59"
2021/09/09,"119,500","121,000","116,500","117,500",▼,"-3,500","-2.89","151,238","17,844","1.07","39,724","-4,187","-39,859","-12,636","-32,090","24.45"
2021/09/08,"118,000","122,000","118,000","121,000",▲,"1,500","+1.26","161,633","19,577","1.07","-55,727","-5,295","60,503","16,375","63,885","24.61"
2021/09/07,"119,500","120,500","118,500","119,500",▲,"500","+0.42","49,272","5,879","1.07","-1,380","-10,543","11,808","-5,511","3,592","24.38"
2021/09/06,"120,000","120,500","118,500","119,000",▼,"-2,000","-1.65","55,336","6,597","1.08","5,976","-13,375","10,017","-4,766","875","24.33"
2021/09/03,"120,000","121,500","119,500","121,000",▲,"1,500","+1.26","82,176","9,901","1.11","-22,833","2,624","24,491","4,589","23,625","24.30"
2021/09/02,"118,000","121,000","118,000","119,500",▲,"1,500","+1.27","95,161","11,374","1.13","-48,822","8,019","37,971","8,556","34,557","24.21"
2021/09/01,"117,500","119,000","117,000","118,000", ,"0","0","58,417","6,896","1.12","-4,235","-15,741","20,379","13,637","17,929","24.06"
2021/08/31,"116,500","118,500","115,000","118,000",▲,"1,000","+0.85","51,787","6,055","1.11","-15,206","8,731","-4,844","1,796","9,024","23.99"
2021/08/30,"119,500","120,000","116,500","117,000",▼,"-1,500","-1.27","62,390","7,339","1.12","18,254","-15,757","-2,186","-2,151","-2,124","24.00"
2021/08/27,"116,500","119,000","116,000","118,500",▲,"2,000","+1.72","45,090","5,317","1.11","-10,064","-2,321","10,577","-1,200","13,454","24.01"
2021/08/26,"118,500","120,000","116,500","116,500",▼,"-2,500","-2.10","47,233","5,551","1.12","4,913","-10,660","-4,721","-157","-4,184","23.97"
2021/08/25,"118,000","120,000","117,500","119,000",▲,"500","+0.42","59,099","7,009","1.14","-19,198","-2,409","41,754","9,214","21,986","23.99"
2021/08/24,"117,500","119,000","116,500","118,500",▲,"2,000","+1.72","64,977","7,694","1.18","-26,963","-8,375","35,466","7,901","20,963","23.83"
2021/08/23,"113,000","117,500","112,500","116,500",▲,"4,000","+3.56","90,605","10,489","1.19","-44,211","17,633","32,211","11,854","28,891","23.70"
2021/08/20,"114,000","114,500","110,500","112,500",▼,"-1,000","-0.88","129,864","14,571","1.20","3,053","-40,075","29,276","20,398","37,140","23.57"
2021/08/19,"115,500","118,000","113,000","113,500",▼,"-3,000","-2.58","111,015","12,851","1.20","7,861","-7,197","-2,857","-12,544","-5,689","23.46"
2021/08/18,"115,500","117,500","115,500","116,500", ,"0","0","52,226","6,090","1.23","-6,127","135","12,264","-845","7,376","23.47"
2021/08/17,"117,000","117,500","114,500","116,500",▼,"-500","-0.43","108,147","12,537","1.22","19,400","-20,284","827","9,517","-1,168","23.42"
2021/08/13,"119,000","119,500","116,000","117,000",▼,"-2,500","-2.09","99,482","11,632","1.20","43,189","-22,538","-19,643","-1,297","-28,777","23.42"
2021/08/12,"121,500","122,000","118,000","119,500",▼,"-1,000","-0.83","96,115","11,531","1.26","-3,188","-5,983","8,880","9,996","10,325","23.50"
2021/08/11,"119,000","121,500","118,500","120,500",▲,"2,000","+1.69","114,928","13,844","1.26","-77,000","34,837","40,379","16,773","36,987","23.47"
2021/08/10,"119,000","120,000","117,500","118,500",▼,"-1,000","-0.84","52,485","6,229","1.26","18,377","-9,395","-7,766","-5,258","-11,852","23.32"
2021/08/09,"119,000","120,000","118,500","119,500",▼,"-500","-0.42","51,851","6,185","1.26","7,102","-5,040","-1,828","3,261","-2,585","23.35"
2021/08/06,"120,500","121,500","119,000","120,000",▼,"-500","-0.41","43,862","5,254","1.24","10,339","-8,320","-1,134","-2,473","-4,759","23.36"
2021/08/05,"121,000","121,500","120,000","120,500",▼,"-1,500","-1.23","61,417","7,402","1.31","7,183","1,202","-11,804","-3,475","-12,075","23.36"
2021/08/04,"117,500","122,000","117,000","122,000",▲,"4,500","+3.83","106,511","12,749","1.30","-54,961","17,994","37,743","11,766","28,449","23.41"
2021/08/03,"117,500","118,000","116,500","117,500",▼,"-500","-0.42","75,185","8,819","1.30","13,669","-14,957","3,303","-1,685","4,545","23.26"
2021/08/02,"118,500","118,500","116,500","118,000", ,"0","0","62,410","7,325","1.27","137","1,748","-1,826","-2,933","-3,173","23.25"
2021/07/30,"119,000","119,000","117,000","118,000",▼,"-1,500","-1.26","77,751","9,165","1.27","27,469","-20,480","-9,114","1,379","-9,266","23.26"
2021/07/29,"119,000","120,000","118,500","119,500",▲,"1,000","+0.84","55,081","6,559","1.29","3,613","4,363","-7,498","-16,815","-7,394","23.29"
2021/07/28,"119,000","119,500","118,000","118,500",▼,"-500","-0.42","61,555","7,304","1.29","6,554","9,981","-17,581","-5,432","-16,827","23.32"
2021/07/27,"119,000","121,000","118,500","119,000",▲,"500","+0.42","63,091","7,557","1.30","-5,412","778","2,098","-8,047","-10,241","23.39"
2021/07/26,"122,000","122,000","118,500","118,500",▼,"-3,000","-2.47","59,435","7,114","1.33","13,793","805","-15,783","-2,368","-19,069","23.38"
2021/07/23,"119,000","122,000","119,000","121,500",▲,"2,500","+2.10","98,609","11,922","1.38","-42,475","935","45,653","814","25,872","23.44"
2021/07/22,"118,500","119,000","117,500","119,000",▲,"1,500","+1.28","73,450","8,699","1.35","-12,437","-4,888","9,891","3,007","15,904","23.27"
2021/07/21,"119,500","119,500","117,000","117,500",▼,"-1,000","-0.84","131,704","15,536","1.32","57,933","-62,803","16,273","11,628","728","23.23"
2021/07/20,"119,000","119,500","117,500","118,500",▼,"-2,500","-2.07","141,567","16,787","1.31","64,998","-35,683","-30,697","-38,343","-30,473","23.17"
2021/07/19,"121,000","121,500","120,000","121,000",▼,"-500","-0.41","75,183","9,062","1.31","6,097","-9,319","-706","8,032","-450","23.28"
2021/07/16,"121,000","122,500","120,000","121,500",▲,"500","+0.41","83,404","10,099","1.30","6,813","-27,776","20,840","13,309","16,527","23.29"
2021/07/15,"122,000","122,000","121,000","121,000", ,"0","0","69,836","8,470","1.28","30,569","-24,728","-7,614","-23,225","-18,624","23.21"
2021/07/14,"123,000","123,500","121,000","121,000",▼,"-2,000","-1.63","56,597","6,877","1.29","28,318","-8,083","-14,809","-9,993","-21,714","23.24"
2021/07/13,"120,500","123,000","120,500","123,000",▲,"2,500","+2.07","66,520","8,153","1.31","-6,515","10,358","-6,944","-9,539","6,193","23.30"
2021/07/12,"120,500","122,000","120,000","120,500",▲,"1,000","+0.84","66,890","8,092","1.28","5,382","3,781","-12,961","-12,558","-3,103","23.33"
2021/07/09,"121,000","122,500","119,000","119,500",▼,"-2,500","-2.05","116,096","13,913","1.27","26,721","-14,975","-10,761","-11,863","-1,528","23.38"
2021/07/08,"124,000","125,000","122,000","122,000",▼,"-2,000","-1.61","122,962","15,115","1.22","19,006","-17,857","1,914","4,591","4,140","23.42"
2021/07/07,"126,000","126,000","123,000","124,000",▼,"-2,500","-1.98","148,790","18,390","1.22","74,067","-71,489","-3,036","8,849","-8,367","23.41"
2021/07/06,"127,500","128,500","126,000","126,500",▼,"-1,000","-0.78","74,894","9,512","1.22","13,336","-14,558","20,660","-1,441","-3,194","23.42"
2021/07/05,"127,000","128,500","125,500","127,500",▲,"1,000","+0.79","78,775","10,048","1.19","-11,317","13,896","-3,008","849","633","23.34"
2021/07/02,"127,500","130,000","125,000","126,500",▼,"-1,000","-0.78","155,455","19,687","1.20","36,595","-54,996","21,157","11,825","15,792","23.35"
2021/07/01,"130,500","130,500","127,000","127,500",▼,"-3,500","-2.67","138,836","17,792","1.17","47,511","-47,339","3,298","-3,770","-1,972","23.27"
2021/06/30,"133,000","133,000","129,500","131,000",▼,"-1,500","-1.13","135,495","17,701","1.14","10,058","-9,791","-1,477","-5,743","-15,691","23.26"
2021/06/29,"135,000","135,000","131,500","132,500",▼,"-2,500","-1.85","150,484","19,984","1.18","13,392","-11,924","-1,122","14,452","1,255","23.27"
2021/06/28,"130,500","136,000","130,000","135,000",▲,"5,000","+3.85","330,568","44,452","1.21","-107,571","29,775","83,418","79,766","76,496","23.27"
2021/06/25,"130,000","131,000","129,000","130,000", ,"0","0","115,710","15,060","1.22","-17,832","3,618","17,932","17,960","12,118","22.95"
2021/06/24,"129,000","131,000","128,000","130,000", ,"0","0","152,815","19,871","1.29","-30,834","-19,054","71,540","56,194","46,267","22.88"
2021/06/23,"128,500","131,000","126,500","130,000",▲,"500","+0.39","286,950","37,049","1.34","-59,223","53,382","18,649","34,338","9,523","22.61"
2021/06/22,"124,500","130,000","124,000","129,500",▲,"9,500","+7.92","725,259","92,943","1.38","-307,614","50,682","252,909","230,451","245,028","22.54"
2021/06/21,"120,000","122,500","118,500","120,000",▼,"-1,000","-0.83","162,975","19,670","1.39","-15,608","-2,786","21,101","53,839","14,556","21.57"
2021/06/18,"120,500","121,000","119,000","121,000", ,"0","0","152,010","18,292","1.40","-31,862","-8,660","43,467","39,853","43,001","21.49"
2021/06/17,"118,500","121,500","118,000","121,000",▲,"1,000","+0.83","140,546","16,770","1.41","-7,059","-12,861","20,854","11,576","14,156","21.33"
2021/06/16,"121,000","121,500","119,000","120,000",▼,"-1,000","-0.83","86,724","10,414","1.46","39,378","-23,790","-36,152","-18,790","-19,349","21.25"
2021/06/15,"117,000","121,000","117,000","121,000",▲,"3,500","+2.98","170,586","20,456","1.43","-66,978","32,081","46,971","30,420","21,184","21.40"
2021/06/14,"119,000","119,500","116,500","117,500",▼,"-1,500","-1.26","182,540","21,440","1.40","75,757","-40,996","-35,624","-1,714","9,809","21.22"
2021/06/11,"118,500","120,000","118,000","119,000",▲,"500","+0.42","147,681","17,543","1.38","47,864","-11,796","-34,070","-201","12,797","21.36"
2021/06/10,"119,000","119,000","117,500","118,500",▼,"-500","-0.42","188,862","22,294","1.40","74,096","-36,731","-79,543","-17,706","-39,866","21.49"
2021/06/09,"123,500","124,000","119,000","119,000",▼,"-4,000","-3.25","269,440","32,501","1.38","146,023","-54,789","-89,681","-30,697","-26,965","21.80"
2021/06/08,"123,500","124,500","123,000","123,000",▼,"-1,000","-0.81","68,833","8,515","1.38","19,752","-11,908","-15,366","-6,150","-6,683","22.14"
2021/06/07,"125,500","126,000","123,500","124,000",▼,"-500","-0.40","79,725","9,916","1.37","21,928","200","-25,577","-13,729","-17,789","22.20"
2021/06/04,"125,500","126,000","123,500","124,500",▼,"-2,000","-1.58","110,451","13,736","1.41","37,154","-19,403","-5,807","-31,515","-23,474","22.29"
2021/06/03,"123,000","127,000","122,500","126,500",▲,"3,500","+2.85","189,614","23,838","1.44","-50,990","23,959","35,877","13,920","27,635","22.32"
2021/06/02,"124,000","125,000","122,500","123,000",▼,"-1,000","-0.81","103,217","12,765","1.45","21,451","-6,893","-22,288","-11,170","-14,496","22.20"
2021/06/01,"122,500","124,500","122,000","124,000",▲,"2,000","+1.64","109,511","13,508","1.44","-10,479","-11,231","20,804","14,325","19,835","22.29"
2021/05/31,"124,000","124,500","121,500","122,000",▼,"-1,000","-0.81","105,257","12,916","1.45","16,249","-3,185","-7,335","-8,723","-12,407","22.21"
2021/05/28,"122,500","123,500","121,500","123,000", ,"0","0","78,440","9,619","1.38","12,438","-2,887","-6,417","-5,871","-7,821","22.24"
2021/05/27,"124,000","124,000","121,500","123,000",▼,"-1,000","-0.81","125,330","15,359","1.40","33,075","-9,307","-62,790","-14,371","-28,493","22.26"
2021/05/26,"122,000","124,000","121,500","124,000",▲,"1,500","+1.22","94,254","11,629","1.38","-18,094","-4,815","23,225","12,401","20,337","22.50"
2021/05/25,"123,000","124,000","121,500","122,500",▲,"1,000","+0.82","95,071","11,635","1.43","356","-6,677","6,952","5,607","8,116","22.41"
2021/05/24,"124,000","124,500","121,000","121,500",▼,"-2,500","-2.02","119,961","14,652","1.44","25,794","-24,193","-1,442","-2,307","-6,143","22.39"
2021/05/21,"125,000","126,500","123,000","124,000", ,"0","0","105,006","13,062","1.43","16,319","354","-22,628","-17,608","-15,518","22.42"
2021/05/20,"125,000","125,500","122,500","124,000",▼,"-2,000","-1.59","126,226","15,585","1.49","42,685","-14,798","-28,594","-21,911","-29,759","22.51"
2021/05/18,"124,000","127,000","124,000","126,000",▲,"2,000","+1.61","119,822","15,071","1.47","-22,546","17,294","-1,219","-2,882","6,260","22.62"
2021/05/17,"128,000","128,000","123,500","124,000",▼,"-2,500","-1.98","159,827","19,949","1.47","51,318","-30,797","-24,803","-26,702","-17,406","22.63"
2021/05/14,"127,500","128,000","124,000","126,500",▲,"500","+0.40","149,550","18,876","1.38","12,206","-10,712","2,644","1,045","-4,580","22.72"
2021/05/13,"129,000","130,000","125,000","126,000",▼,"-6,500","-4.91","362,936","46,234","1.31","120,841","-64,061","-79,343","-45,610","-59,800","22.71"
2021/05/12,"136,000","138,500","128,000","132,500",▼,"-3,500","-2.57","260,472","34,409","1.22","73,096","-23,344","-74,526","-31,925","-48,482","23.01"
2021/05/11,"139,500","141,000","134,000","136,000",▼,"-4,500","-3.20","268,207","36,552","1.18","47,477","-20,708","-41,089","-21,880","-40,559","23.30"
2021/05/10,"134,500","142,000","134,000","140,500",▲,"7,000","+5.24","402,606","56,192","1.19","-131,509","73,567","38,900","20,686","31,955","23.46"
2021/05/07,"132,500","134,000","131,500","133,500",▲,"2,000","+1.52","88,194","11,736","1.20","-11,408","20,788","-8,129","4,691","-6,177","23.34"
2021/05/06,"127,000","132,000","126,500","131,500",▲,"4,500","+3.54","130,916","17,058","1.21","-38,249","37,950","727","15,605","7,211","23.37"
2021/05/04,"126,500","129,000","124,500","127,000", ,"0","0","89,598","11,307","1.18","7,194","-9,261","3,645","1,012","2,521","23.37"
2021/05/03,"132,500","133,000","125,500","127,000",▼,"-5,500","-4.15","125,164","16,097","1.20","40,800","-29,859","-8,335","-11,226","-23,715","23.37"
2021/04/30,"130,500","135,000","130,000","132,500",▲,"3,000","+2.32","219,214","29,163","1.19","-61,501","20,020","56,841","46,248","40,548","23.41"
2021/04/29,"133,500","133,500","128,500","129,500",▼,"-4,000","-3.00","155,965","20,320","1.20","44,923","-46,998","1,481","2,878","-6,975","23.19"
2021/04/28,"136,500","137,000","132,000","133,500",▼,"-2,500","-1.84","130,337","17,401","1.21","36,432","-19,578","-15,724","-11,783","-16,190","23.18"
2021/04/27,"136,500","137,000","134,500","136,000", ,"0","0","77,383","10,481","1.21","2,330","2,987","-5,005","-6,619","-11,368","23.24"
2021/04/26,"137,000","138,000","135,500","136,000", ,"0","0","91,914","12,579","1.21","17,206","765","-15,821","-10,675","-14,227","23.26"
2021/04/23,"136,000","137,000","132,500","136,000",▲,"500","+0.37","97,144","13,168","1.22","-17,534","9,030","6,566","5,634","9,607","23.32"
2021/04/22,"137,000","137,000","134,500","135,500",▲,"500","+0.37","83,588","11,349","1.17","3,049","7,895","-11,597","-12,612","-15,296","23.30"
2021/04/21,"138,000","138,000","134,000","135,000",▼,"-4,500","-3.23","167,081","22,674","1.25","71,790","-29,440","-42,129","-23,162","-47,653","23.34"
2021/04/20,"133,000","140,000","132,500","139,500",▲,"6,500","+4.89","275,579","37,909","1.26","-151,384","44,978","111,239","41,475","72,669","23.50"
2021/04/19,"136,000","136,000","132,500","133,000",▼,"-3,000","-2.21","178,504","23,820","1.28","46,677","-42,738","3,068","5,105","-12,791","23.08"
2021/04/16,"137,000","137,500","135,500","136,000", ,"0","0","81,408","11,079","1.27","4,901","-19,376","14,069","13,128","8,661","23.07"
2021/04/15,"136,000","137,500","135,000","136,000",▼,"-500","-0.37","97,226","13,235","1.27","11,141","-20,690","10,140","11,545","10,928","23.01"
2021/04/14,"136,500","137,000","135,000","136,500",▲,"500","+0.37","76,536","10,408","1.25","6,698","-1,436","-6,240","-1,872","-9,937","22.97"
2021/04/13,"137,000","138,000","135,000","136,000",▼,"-1,000","-0.73","98,209","13,386","1.26","10,453","-4,544","-4,927","2,718","-13,715","23.00"
2021/04/12,"136,500","140,000","136,000","137,000",▲,"1,000","+0.74","142,408","19,620","1.27","-11,023","12,519","2,287","-8,777","5,327","23.02"
2021/04/09,"138,500","140,000","136,000","136,000",▼,"-1,000","-0.73","144,598","19,893","1.26","6,271","-5,156","-3,792","-273","-11,246","23.01"
2021/04/08,"138,500","139,000","135,000","137,000",▼,"-1,500","-1.08","122,577","16,758","1.19","7,290","5,570","-10,848","-8,616","-32,090","23.02"
2021/04/07,"135,000","143,000","135,000","138,500",▲,"3,500","+2.59","381,504","53,335","1.13","-12,744","-3,209","15,577","4,119","20,058","23.06"
2021/04/06,"134,000","137,000","132,500","135,000",▲,"2,500","+1.89","149,385","20,132","1.12","4,996","2,018","-11,182","-487","-7,178","23.00"
2021/04/05,"135,000","135,500","131,500","132,500",▼,"-2,500","-1.85","102,979","13,686","1.14","22,563","-18,756","-2,391","2,287","-5,545","23.05"
2021/04/02,"133,500","136,500","133,000","135,000",▲,"2,500","+1.89","186,100","25,128","1.18","-33,354","24,697","6,794","21,244","3,573","23.06"
2021/04/01,"128,000","134,000","127,500","132,500",▲,"6,500","+5.16","310,435","40,739","1.20","-125,506","109,663","17,079","-8,568","20,822","23.03"
2021/03/31,"123,500","127,500","122,500","126,000",▲,"3,000","+2.44","187,898","23,631","1.16","-36,896","8,035","29,214","39,515","29,200","22.96"
2021/03/30,"123,500","124,000","122,500","123,000", ,"0","0","134,469","16,589","1.14","42,165","-20,292","-21,779","-34,387","-21,368","22.88"
2021/03/29,"127,500","128,000","122,500","123,000",▼,"-4,000","-3.15","220,823","27,323","1.10","94,393","-86,936","-8,062","-2,676","-19,939","22.96"
2021/03/26,"128,500","129,000","125,500","127,000",▼,"-500","-0.39","98,617","12,542","1.12","27,885","-9,872","-18,246","-21,213","-11,840","23.00"
2021/03/25,"122,500","129,000","122,000","127,500",▲,"5,000","+4.08","193,008","24,354","1.12","-62,784","53,375","9,806","8,884","11,213","23.07"
